"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","948","Upload a file","chromium","Tue May 13 16:50:56 IST 2025","passed","Tue May 13 16:50:57 IST 2025","Assignment 10","Assignment10\Assignment10.spec.js","",""
